,Pearson's r,Pearson's r (abs),p-value
facilitation,0.29635211722295346,0.29635211722295346,0.0
control processes,0.29631002896523106,0.29631002896523106,0.0
absence,0.29624474840448434,0.29624474840448434,0.0
analyzing,0.2962043289666004,0.2962043289666004,0.0
times,0.2962030543843281,0.2962030543843281,0.0
tools,0.2959986187230141,0.2959986187230141,0.0
behavioural,0.295816252180753,0.295816252180753,0.0
validity,0.29577917600797127,0.29577917600797127,0.0
addition,0.2957425525861466,0.2957425525861466,0.0
debated,0.29545565681865643,0.29545565681865643,0.0
time course,0.2954000021079432,0.2954000021079432,0.0
motor control,0.29531127556067993,0.29531127556067993,0.0
reliance,0.2951270860993435,0.2951270860993435,0.0
previous reports,0.2950295983605799,0.2950295983605799,0.0
lateral,0.29498952500614833,0.29498952500614833,0.0
systems,0.294947466534519,0.294947466534519,0.0
short,0.29494234671898506,0.29494234671898506,0.0
mechanisms,0.29491232975416837,0.29491232975416837,0.0
account,0.2948954248814706,0.2948954248814706,0.0
observers,0.29476754719796816,0.29476754719796816,0.0
extensively,0.2946055638959871,0.2946055638959871,0.0
cortical network,0.29459768670193826,0.29459768670193826,0.0
random effects,0.2944167917431337,0.2944167917431337,0.0
slower,0.2943075609392646,0.2943075609392646,0.0
provided,0.2942827361316831,0.2942827361316831,0.0
control,0.29412069427649956,0.29412069427649956,0.0
included,0.29406660977169236,0.29406660977169236,0.0
rely,0.2939732363523857,0.2939732363523857,0.0
responding,0.29389823796137843,0.29389823796137843,0.0
magnetic,0.2938416904910406,0.2938416904910406,0.0
indicates,0.2938299580018171,0.2938299580018171,0.0
assumption,0.2938048094796745,0.2938048094796745,0.0
interact,0.293694259216909,0.293694259216909,0.0
common,0.2936700628683152,0.2936700628683152,0.0
actually,0.2936392039647461,0.2936392039647461,0.0
mental imagery,0.29360924337606953,0.29360924337606953,0.0
successive,0.2935020059139599,0.2935020059139599,0.0
basis,0.2934947143878754,0.2934947143878754,0.0
independently,0.29337716288699867,0.29337716288699867,0.0
task,0.2933749162456264,0.2933749162456264,0.0
delay,0.2933649813429662,0.2933649813429662,0.0
magnetic resonance,0.2933197050142988,0.2933197050142988,0.0
gain,0.29331383134112043,0.29331383134112043,0.0
concomitant,0.29326389991775453,0.29326389991775453,0.0
stages,0.29301230567697223,0.29301230567697223,0.0
visuospatial,0.2929925185262278,0.2929925185262278,0.0
posterior parietal,0.29295157250641873,0.29295157250641873,0.0
categorical,0.2929191153666292,0.2929191153666292,0.0
requires,0.29291900075613375,0.29291900075613375,0.0
turn,0.2928288877800255,0.2928288877800255,0.0
residual,0.2928237977693154,0.2928237977693154,0.0
difficult,0.29273320696018595,0.29273320696018595,0.0
resonance,0.2927256801483481,0.2927256801483481,0.0
cortex involved,0.29255044299362415,0.29255044299362415,0.0
line,0.2925455868932448,0.2925455868932448,0.0
demonstrates,0.2925050282105491,0.2925050282105491,0.0
sensory information,0.2924793353881036,0.2924793353881036,0.0
compatible,0.292468128609128,0.292468128609128,0.0
detected,0.2924513231570601,0.2924513231570601,0.0
comparable,0.2923626624081452,0.2923626624081452,0.0
unknown,0.29232390953910614,0.29232390953910614,0.0
button,0.2923062258337105,0.2923062258337105,0.0
indicated,0.2922402903313117,0.2922402903313117,0.0
previous,0.29216231657746844,0.29216231657746844,0.0
dyslexia,0.29210085979582834,0.29210085979582834,0.0
differential,0.2920747924515651,0.2920747924515651,0.0
factorial,0.2920491133175312,0.2920491133175312,0.0
especially,0.2919889478324648,0.2919889478324648,0.0
separable,0.2919745088923941,0.2919745088923941,0.0
block design,0.29196799708017435,0.29196799708017435,0.0
dorsal,0.29196058326575747,0.29196058326575747,0.0
interpreted,0.2918618215826861,0.2918618215826861,0.0
detailed,0.2918002957615419,0.2918002957615419,0.0
resulted,0.2917640644735534,0.2917640644735534,0.0
sequential,0.291761584566654,0.291761584566654,0.0
challenges,0.2917416131755352,0.2917416131755352,0.0
range,0.2917172208118299,0.2917172208118299,0.0
auditory visual,0.2917096435856887,0.2917096435856887,0.0
essential,0.29148233600585144,0.29148233600585144,0.0
increasing,0.291441050619402,0.291441050619402,0.0
contrast,0.291379906428246,0.291379906428246,0.0
effects,0.29137000297353577,0.29137000297353577,0.0
reflect,0.2913442623583299,0.2913442623583299,0.0
prolonged,0.29130295615978274,0.29130295615978274,0.0
motor imagery,0.29125113553144594,0.29125113553144594,0.0
cortex supplementary,0.291209959061138,0.291209959061138,0.0
scanned,0.2911687716780439,0.2911687716780439,0.0
separated,0.29109753588194476,0.29109753588194476,0.0
pronounced,0.2910592023554277,0.2910592023554277,0.0
locations,0.29102220603892764,0.29102220603892764,0.0
learning,0.29097218611484976,0.29097218611484976,0.0
easy,0.29096554660145324,0.29096554660145324,0.0
characters,0.2909581482975075,0.2909581482975075,0.0
sequence,0.2908074926549705,0.2908074926549705,0.0
volunteers,0.2907989820514634,0.2907989820514634,0.0
primary,0.29066631836416773,0.29066631836416773,0.0
evoke,0.2906363258975724,0.2906363258975724,0.0
anterior insular,0.29056492551393115,0.29056492551393115,0.0
displayed,0.29044831567102397,0.29044831567102397,0.0
critically,0.29042681943423126,0.29042681943423126,0.0
cluster,0.2904244432402785,0.2904244432402785,0.0
multivariate pattern,0.2903453199558474,0.2903453199558474,0.0
frontal,0.29032991393765173,0.29032991393765173,0.0
designs,0.290243615207539,0.290243615207539,0.0
articulatory,0.29017729299526823,0.29017729299526823,0.0
influence,0.289969204277927,0.289969204277927,0.0
distinction,0.28985425399935894,0.28985425399935894,0.0
directly,0.2898224212330152,0.2898224212330152,0.0
seven,0.2897976074240732,0.2897976074240732,0.0
equivalent,0.28974381692164985,0.28974381692164985,0.0
higher order,0.28972762429945037,0.28972762429945037,0.0
indicating,0.28970077822684104,0.28970077822684104,0.0
defined,0.28955501442585535,0.28955501442585535,0.0
facial expressions,0.2895070330839317,0.2895070330839317,0.0
facial,0.2893459875759691,0.2893459875759691,0.0
initiation,0.289338281430726,0.289338281430726,0.0
parietal lobule,0.2892190622748972,0.2892190622748972,0.0
determined,0.2891501948575161,0.2891501948575161,0.0
yielded,0.28913777190841355,0.28913777190841355,0.0
conveyed,0.2888376922014423,0.2888376922014423,0.0
rise,0.28882826568012854,0.28882826568012854,0.0
random,0.2887651581336656,0.2887651581336656,0.0
differentially,0.2885667873799984,0.2885667873799984,0.0
limited,0.28853033227914376,0.28853033227914376,0.0
working,0.2884917251798878,0.2884917251798878,0.0
factors,0.2884732949876628,0.2884732949876628,0.0
fusiform face,0.28845189726178655,0.28845189726178655,0.0
influences,0.2884469061329503,0.2884469061329503,0.0
investigates,0.2884310421796159,0.2884310421796159,0.0
conflict,0.2883927025436692,0.2883927025436692,0.0
task conditions,0.2883037156295174,0.2883037156295174,0.0
behavioral,0.288300274045856,0.288300274045856,0.0
like,0.28829305087605356,0.28829305087605356,0.0
uniquely,0.2882048554989784,0.2882048554989784,0.0
time,0.28820241239665934,0.28820241239665934,0.0
separately,0.28812128209953963,0.28812128209953963,0.0
environments,0.28808220022014785,0.28808220022014785,0.0
lacking,0.2879860341722096,0.2879860341722096,0.0
strong,0.2879820044711128,0.2879820044711128,0.0
leading,0.28797417995104796,0.28797417995104796,0.0
generally,0.28797142066209186,0.28797142066209186,0.0
manipulation,0.2879655407369278,0.2879655407369278,0.0
feedback,0.2878118932421036,0.2878118932421036,0.0
native,0.2877771125329544,0.2877771125329544,0.0
ongoing,0.2874980179663335,0.2874980179663335,0.0
clear,0.28748424998553523,0.28748424998553523,0.0
particularly,0.287432390174762,0.287432390174762,0.0
original,0.28742567558943555,0.28742567558943555,0.0
extensive,0.28740541728816066,0.28740541728816066,0.0
valid,0.2873222470368367,0.2873222470368367,0.0
furthermore,0.2873030989342747,0.2873030989342747,0.0
emphasize,0.28725842466964524,0.28725842466964524,0.0
determine,0.2872370613874218,0.2872370613874218,0.0
preferential,0.2872262186697083,0.2872262186697083,0.0
repetitive,0.28719811905822396,0.28719811905822396,0.0
ventral,0.2870977940756395,0.2870977940756395,0.0
transformation,0.2870937822666461,0.2870937822666461,0.0
depend,0.2870923920194808,0.2870923920194808,0.0
contribution,0.28705278927586086,0.28705278927586086,0.0
production,0.2870165849260169,0.2870165849260169,0.0
ffa,0.2869917029388168,0.2869917029388168,0.0
recruited,0.28695326724897585,0.28695326724897585,0.0
appears,0.28675027271586734,0.28675027271586734,0.0
signal,0.28668352580049006,0.28668352580049006,0.0
discrete,0.2866668913865851,0.2866668913865851,0.0
sulcus ips,0.2866024951876379,0.2866024951876379,0.0
video clips,0.2864898129390523,0.2864898129390523,0.0
cross,0.28647675819435886,0.28647675819435886,0.0
working memory,0.28637985990667725,0.28637985990667725,0.0
salient,0.2863524871133406,0.2863524871133406,0.0
task required,0.2863125827761195,0.2863125827761195,0.0
suppression,0.2862539341661735,0.2862539341661735,0.0
response times,0.28621682189314,0.28621682189314,0.0
temporal cortex,0.2861945224684762,0.2861945224684762,0.0
predictive,0.28614007977909894,0.28614007977909894,0.0
distractors,0.2861364424841325,0.2861364424841325,0.0
consisted,0.2861206856430687,0.2861206856430687,0.0
stimulated,0.28611653984357543,0.28611653984357543,0.0
wide,0.28596013176867874,0.28596013176867874,0.0
phases,0.2859370662998637,0.2859370662998637,0.0
involves,0.2857840787718746,0.2857840787718746,0.0
anterior intraparietal,0.2857041054814219,0.2857041054814219,0.0
saccade,0.2855648172999936,0.2855648172999936,0.0
presenting,0.28552453613098067,0.28552453613098067,0.0
spatial information,0.28548354087905925,0.28548354087905925,0.0
according,0.2854140863437768,0.2854140863437768,0.0
structure,0.28535329948624377,0.28535329948624377,0.0
errors,0.2853264532761381,0.2853264532761381,0.0
reports,0.2852764660838445,0.2852764660838445,0.0
parallel,0.28513301512807343,0.28513301512807343,0.0
created,0.2850312525307976,0.2850312525307976,0.0
example,0.28500989083422085,0.28500989083422085,0.0
using event,0.28491074154051027,0.28491074154051027,0.0
guided,0.28478671250041454,0.28478671250041454,0.0
signaling,0.2847116072038979,0.2847116072038979,0.0
condition,0.28470839212309373,0.28470839212309373,0.0
posterior superior,0.2846706691794827,0.2846706691794827,0.0
cortex cerebellum,0.2846380846469127,0.2846380846469127,0.0
specifically,0.28456655968925715,0.28456655968925715,0.0
maintenance,0.28455162844989174,0.28455162844989174,0.0
inferior frontal,0.2844660453008259,0.2844660453008259,0.0
accordance,0.2844360122531149,0.2844360122531149,0.0
evidence,0.28441560889049156,0.28441560889049156,0.0
blocked,0.28437693997865277,0.28437693997865277,0.0
reorganization,0.2843603334208423,0.2843603334208423,0.0
frontal cortex,0.2843090754905464,0.2843090754905464,0.0
animals,0.28425927073616636,0.28425927073616636,0.0
aim,0.2842380483753907,0.2842380483753907,0.0
conjunction,0.2840514171010103,0.2840514171010103,0.0
relates,0.2840459628672498,0.2840459628672498,0.0
multi,0.28380432187085275,0.28380432187085275,0.0
30,0.2837973110339854,0.2837973110339854,0.0
fully,0.2837512350268239,0.2837512350268239,0.0
properties,0.28370900425925943,0.28370900425925943,0.0
elicits,0.28367225706251803,0.28367225706251803,0.0
frontoparietal,0.2836569354882666,0.2836569354882666,0.0
integration,0.28363545496963216,0.28363545496963216,0.0
strategies,0.28361112301720437,0.28361112301720437,0.0
overlap,0.28358899555655076,0.28358899555655076,0.0
extent,0.2835796000352518,0.2835796000352518,0.0
individually,0.2835669554650867,0.2835669554650867,0.0
mirror neuron,0.28350133099093655,0.28350133099093655,0.0
effectively,0.28346016307309024,0.28346016307309024,0.0
ones,0.2834550994159177,0.2834550994159177,0.0
inhibitory control,0.2833971888599802,0.2833971888599802,0.0
maintained,0.2832212674617048,0.2832212674617048,0.0
enabled,0.28315869004996735,0.28315869004996735,0.0
cortex parietal,0.28300549432761635,0.28300549432761635,0.0
need,0.2829352515930725,0.2829352515930725,0.0
suggested,0.28287325971663835,0.28287325971663835,0.0
scanner,0.28286079808215336,0.28286079808215336,0.0
visual word,0.2827179236292009,0.2827179236292009,0.0
fronto,0.2827026370972466,0.2827026370972466,0.0
largely,0.28260851397256126,0.28260851397256126,0.0
non,0.28257979214483725,0.28257979214483725,0.0
event potentials,0.28256487139074743,0.28256487139074743,0.0
comparing,0.28256236277897423,0.28256236277897423,0.0
consisting,0.2824822511542917,0.2824822511542917,0.0
crucially,0.28218853425528234,0.28218853425528234,0.0
joint,0.28216179844383715,0.28216179844383715,0.0
middle,0.28211747119235747,0.28211747119235747,0.0
mapping,0.2821063073931796,0.2821063073931796,0.0
understood,0.28210548961482873,0.28210548961482873,0.0
tool,0.28209112523589497,0.28209112523589497,0.0
surprisingly,0.2820293109199386,0.2820293109199386,0.0
equally,0.28201378132253563,0.28201378132253563,0.0
dynamics,0.2819245135999344,0.2819245135999344,0.0
greater,0.28191482456933226,0.28191482456933226,0.0
rehearsal,0.281875653422106,0.281875653422106,0.0
pure,0.28183738173426726,0.28183738173426726,0.0
remained,0.28175531673884946,0.28175531673884946,0.0
switching,0.28168939861173414,0.28168939861173414,0.0
order,0.2816830323571992,0.2816830323571992,0.0
higher,0.2816824785830595,0.2816824785830595,0.0
report,0.28166064187176765,0.28166064187176765,0.0
depending,0.2816540725929088,0.2816540725929088,0.0
requiring,0.2816430619545428,0.2816430619545428,0.0
high level,0.2816129641663792,0.2816129641663792,0.0
inhibit,0.2815163605771515,0.2815163605771515,0.0
distribution,0.28137658276078215,0.28137658276078215,0.0
stroop,0.28136997773185113,0.28136997773185113,0.0
underlies,0.28133356361078843,0.28133356361078843,0.0
maintain,0.2812679036138269,0.2812679036138269,0.0
instruction,0.28126369830649783,0.28126369830649783,0.0
runs,0.2811727524549698,0.2811727524549698,0.0
argue,0.28101053310204943,0.28101053310204943,0.0
ii,0.28095791811170473,0.28095791811170473,0.0
shift,0.2809226143434662,0.2809226143434662,0.0
dominant,0.2808739350687675,0.2808739350687675,0.0
indicate,0.28086918985158293,0.28086918985158293,0.0
term,0.2807873247766264,0.2807873247766264,0.0
asymmetry,0.28073307585185275,0.28073307585185275,0.0
regardless,0.28069462554247326,0.28069462554247326,0.0
frontal operculum,0.2805679031371686,0.2805679031371686,0.0
achieve,0.28055332290573776,0.28055332290573776,0.0
enhancement,0.28052472915851245,0.28052472915851245,0.0
memory wm,0.2803764300322333,0.2803764300322333,0.0
upper,0.2803747173243389,0.2803747173243389,0.0
general,0.2803539544526441,0.2803539544526441,0.0
generated,0.2803277680927077,0.2803277680927077,0.0
using,0.280268566290084,0.280268566290084,0.0
novel,0.2802470649642075,0.2802470649642075,0.0
collectively,0.28010425921587356,0.28010425921587356,0.0
parietal network,0.2800863968279382,0.2800863968279382,0.0
outside scanner,0.2800105014954789,0.2800105014954789,0.0
contralateral,0.27987822714843724,0.27987822714843724,0.0
gyri,0.27968951861660907,0.27968951861660907,0.0
finger tapping,0.2795633189013156,0.2795633189013156,0.0
set,0.27949926015003,0.27949926015003,0.0
includes,0.2794103130917627,0.2794103130917627,0.0
documented,0.27940981061964393,0.27940981061964393,0.0
frontal cortices,0.2792962084848147,0.2792962084848147,0.0
consecutive,0.279273368096773,0.279273368096773,0.0
play role,0.27925706389067284,0.27925706389067284,0.0
et,0.2792218268341319,0.2792218268341319,0.0
difference,0.27916626163261454,0.27916626163261454,0.0
second,0.2790582549940902,0.2790582549940902,0.0
known,0.27901096040865264,0.27901096040865264,0.0
concurrent,0.27900593167641186,0.27900593167641186,0.0
demands,0.2789845550335011,0.2789845550335011,0.0
identified,0.2788370924526,0.2788370924526,0.0
stroop task,0.278738375345642,0.278738375345642,0.0
orthographic,0.27858847857813185,0.27858847857813185,0.0
unique,0.27850559509841605,0.27850559509841605,0.0
processed,0.27846270823587577,0.27846270823587577,0.0
performance,0.27844244137650787,0.27844244137650787,0.0
44,0.278245464885566,0.278245464885566,0.0
necessary,0.27814319935199766,0.27814319935199766,0.0
attentional control,0.27806353451091814,0.27806353451091814,0.0
anticipatory,0.2780240096093157,0.2780240096093157,0.0
variety,0.27793627243632263,0.27793627243632263,0.0
written,0.2778836907449145,0.2778836907449145,0.0
